article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,img_folder,img_id,img_path
493438019,493438,Leo seamless t-shirt (1),255,T-shirt,Garment Upper body,1010010,Melange,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Fitted sports top in fast-drying functional fabric with short raglan sleeves and ventilating mesh panels at the sides. 67% of the polyester is recycled.,49,493438019,./images/049/0493438019.jpg
493438020,493438,Leo seamless t-shirt (1),255,T-shirt,Garment Upper body,1010016,Solid,20,Other Yellow,5,Bright,8,Yellow,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Fitted sports top in fast-drying functional fabric with short raglan sleeves and ventilating mesh panels at the sides. 67% of the polyester is recycled.,49,493438020,./images/049/0493438020.jpg
493438021,493438,Leo seamless t-shirt (1),255,T-shirt,Garment Upper body,1010010,Melange,50,Other Pink,5,Bright,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Fitted sports top in fast-drying functional fabric with jacquard-patterned details. Short raglan sleeves with mesh details. Seamless.,49,493438021,./images/049/0493438021.jpg
493438025,493438,Leo seamless t-shirt (1),255,T-shirt,Garment Upper body,1010010,Melange,73,Dark Blue,4,Dark,2,Blue,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Fitted sports top in fast-drying functional fabric with short raglan sleeves and ventilating mesh panels at the sides. 67% of the polyester is recycled.,49,493438025,./images/049/0493438025.jpg
493438027,493438,Leo seamless t-shirt (1),255,T-shirt,Garment Upper body,1010010,Melange,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Fitted sports top in fast-drying functional fabric with short raglan sleeves and jacquard-patterned details. Seamless.,49,493438027,./images/049/0493438027.jpg
507883002,507883,Ellen Thong (Malva) L 3pk,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in microfibre with a low waist, lined gusset, narrow sides with ties and a string back.",50,507883002,./images/050/0507883002.jpg
507883007,507883,Ellen Thong (Malva) L 3pk,286,Underwear bottom,Underwear,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in organic cotton jersey with a low waist, lined gusset, wide sides and medium coverage at the back.",50,507883007,./images/050/0507883007.jpg
507883008,507883,Ellen Thong (Malva) L 3pk,286,Underwear bottom,Underwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in cotton jersey with a low waist, lined gusset, narrow sides and string back.",50,507883008,./images/050/0507883008.jpg
507883009,507883,Ellen Thong (Malva) L 3pk,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Briefs in organic cotton jersey with a low waist, lined gusset, narrow sides and full coverage at the back.",50,507883009,./images/050/0507883009.jpg
507883011,507883,Ellen Thong (Malva) L 3pk,286,Underwear bottom,Underwear,1010016,Solid,10,White,3,Light,9,White,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in microfibre with a low waist, lined gusset, narrow sides and string back.",50,507883011,./images/050/0507883011.jpg
507883014,507883,Ellen Thong (Malva) L 3pk,286,Underwear bottom,Underwear,1010010,Melange,8,Dark Grey,2,Medium Dusty,12,Grey,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in cotton jersey with a low waist, lined gusset, narrow sides and string back.",50,507883014,./images/050/0507883014.jpg
507883015,507883,Ellen Thong (Malva) L 3pk,286,Underwear bottom,Underwear,1010001,All over pattern,6,Light Grey,1,Dusty Light,12,Grey,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in cotton jersey with a low waist, lined gusset, narrow sides and string back.",50,507883015,./images/050/0507883015.jpg
507883018,507883,Ellen Thong (Malva) L 3pk,286,Underwear bottom,Underwear,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in jersey made from a cotton blend with a low waist, lined gusset and string back.",50,507883018,./images/050/0507883018.jpg
510419001,510419,Nilla leather sandal,91,Sandals,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Leather sandals with narrow straps and an adjustable metal buckle at the heel.,51,510419001,./images/051/0510419001.jpg
510419004,510419,Nilla leather sandal,91,Sandals,Shoes,1010011,Metallic,3,Silver,3,Light,15,Metal,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Sandals with an adjustable heel strap with a metal buckle. Imitation leather insoles and rubber soles.,51,510419004,./images/051/0510419004.jpg
510419006,510419,Nilla leather sandal,91,Sandals,Shoes,1010026,Other structure,43,Dark Red,4,Dark,18,Red,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Leather sandals with an adjustable ankle strap with a metal buckle. Leather insoles and rubber soles.,51,510419006,./images/051/0510419006.jpg
519929006,519929,Topi dress J,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in ribbed jersey with short sleeves and a contrasting colour trim around the neckline and sleeves.",51,519929006,./images/051/0519929006.jpg
519929007,519929,Topi dress J,265,Dress,Garment Full body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in ribbed jersey with short sleeves. Contrasting colour trim around the neckline and sleeves.",51,519929007,./images/051/0519929007.jpg
519929008,519929,Topi dress J,265,Dress,Garment Full body,1010017,Stripe,93,Dark Green,7,Medium,19,Green,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in ribbed jersey with short sleeves.",51,519929008,./images/051/0519929008.jpg
519929009,519929,Topi dress J,265,Dress,Garment Full body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in ribbed jersey with short sleeves.",51,519929009,./images/051/0519929009.jpg
519929010,519929,Topi dress J,265,Dress,Garment Full body,1010017,Stripe,10,White,3,Light,9,White,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in ribbed jersey with short sleeves.",51,519929010,./images/051/0519929010.jpg
519929019,519929,Topi dress J,265,Dress,Garment Full body,1010016,Solid,42,Red,5,Bright,18,Red,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in ribbed jersey with short sleeves and contrasting colour ribbing around the neckline and sleeves.",51,519929019,./images/051/0519929019.jpg
522090001,522090,Beyonce lace,254,Top,Garment Upper body,1010021,Lace,10,White,3,Light,9,White,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,Long-sleeved blouse in a viscose weave with a lace yoke and button at the back of the neck.,52,522090001,./images/052/0522090001.jpg
522090003,522090,Beyonce lace,254,Top,Garment Upper body,1010021,Lace,9,Black,4,Dark,5,Black,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,Long-sleeved top in a viscose weave with a lace yoke and an opening with a button at the back of the neck.,52,522090003,./images/052/0522090003.jpg
522090005,522090,Beyonce lace,254,Top,Garment Upper body,1010021,Lace,53,Dark Pink,5,Bright,4,Pink,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,Long-sleeved top in soft viscose jersey with a lace yoke and opening with a button at the back of the neck.,52,522090005,./images/052/0522090005.jpg
527657001,527657,McClaren Body,252,Sweater,Garment Upper body,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Long-sleeved body in jersey containing glittery threads with a small stand-up collar, hook-and-eye fastening at the back of the neck and press-studs at the crotch.",52,527657001,./images/052/0527657001.jpg
538946002,538946,Johan anorak,308,Hoodie,Garment Upper body,1010001,All over pattern,93,Dark Green,4,Dark,20,Khaki green,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Popover jacket in a cotton weave with a drawstring hood and zip and wind flap with press-studs down the front. Large front pocket with a flap and press-stud, and elastication at the cuffs. Lined.",53,538946002,./images/053/0538946002.jpg
538946003,538946,Johan anorak,308,Hoodie,Garment Upper body,1010001,All over pattern,93,Dark Green,4,Dark,20,Khaki green,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Popover jacket in a patterned weave with a drawstring hood, zip and wind flap with press-studs at the top, and a yoke at the back. Large front pocket with a press-stud, long sleeves with elastication at the cuffs, and a drawstring at the hem. Lined.",53,538946003,./images/053/0538946003.jpg
539514001,539514,Skinny Ariana 79,272,Trousers,Garment Lower body,1010016,Solid,72,Blue,2,Medium Dusty,2,Blue,7917,Kids Girl Denim,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1016,Trousers Denim,"5-pocket slim-fit jeans in washed stretch denim with an adjustable elasticated waist, zip fly and press-stud, and narrow hems.",53,539514001,./images/053/0539514001.jpg
539844004,539844,Borg WL sneaker,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Slip-on trainers in imitation suede with elastic gores in the sides. Faux fur linings and insoles and rubber soles.,53,539844004,./images/053/0539844004.jpg
539844007,539844,Borg WL sneaker,94,Sneakers,Shoes,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Satin slip-on trainers with elastic gores in the sides. Faux fur linings and insoles and rubber soles.,53,539844007,./images/053/0539844007.jpg
551394002,551394,Lacy softbra 2pk,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,3705,Mama Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft nursing bras in organic cotton jersey with lace. Opening, lined cups with space for nursing pads, elastication under the bust and a hook-and-eye fastening at the back.",55,551394002,./images/055/0551394002.jpg
551394003,551394,Lacy softbra 2pk,306,Bra,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3705,Mama Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft nursing bras in microfibre with opening, lined cups with space for nursing pads. Slightly wider, adjustable shoulder straps and a fastening at the back with three pairs of hooks and eyes.",55,551394003,./images/055/0551394003.jpg
555990001,555990,TW Dixie Windbreaker,308,Hoodie,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Short jacket in woven fabric with a jersey-lined drawstring hood and zip with a wind flap and press-studs down the front. Raglan sleeves with elasticated cuffs, side pockets with a press-stud, and a drawstring hem. Jersey lining.",55,555990001,./images/055/0555990001.jpg
555990002,555990,Dixie Windbreaker,308,Hoodie,Garment Upper body,1010016,Solid,42,Red,5,Bright,18,Red,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Short jacket in woven fabric with a jersey-lined drawstring hood and zip with a wind flap and press-studs down the front. Raglan sleeves with elasticated cuffs, side pockets with a press-stud, and a drawstring hem. Jersey lining.",55,555990002,./images/055/0555990002.jpg
555990003,555990,Dixie Windbreaker,308,Hoodie,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Short jacket in woven fabric with a jersey-lined drawstring hood and zip with a wind flap and press-studs down the front. Raglan sleeves with elasticated cuffs, side pockets with a press-stud, and a drawstring hem. Jersey lining.",55,555990003,./images/055/0555990003.jpg
555990005,555990,Dixie Windbreaker,308,Hoodie,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Short, hooded sports jacket in woven fabric with a drawstring hood, zip and wind flap with press-studs down the front and long raglan sleeves with elasticated cuffs. Side pockets with a press-stud, and a drawstring hem. Lined.",55,555990005,./images/055/0555990005.jpg
556673001,556673,Sparkling Tank,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Pleated top in woven fabric in a narrow cut at the top with short, narrow shoulder straps. Lined.",55,556673001,./images/055/0556673001.jpg
557216001,557216,Windsor Paddad,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1202,Jackets,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1007,Outdoor,"Long, padded jacket in woven fabric with a shawl collar, concealed press-studs down the front, side pockets and inner ribbing at the cuffs. Lined.",55,557216001,./images/055/0557216001.jpg
557287001,557287,West runner SB,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,4211,Kids Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Trainers in mesh with imitation leather details, a lightly padded edge and tongue, hook and loop tabs at the top and a loop at the back. Mesh linings and insoles and rubber soles.",55,557287001,./images/055/0557287001.jpg
557287003,557287,West runner SB,94,Sneakers,Shoes,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,4211,Kids Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Trainers in mesh and imitation leather with a lightly padded edge and tongue, hook and loop fastening at the front and a loop at the back. Mesh linings and insoles and rubber soles.",55,557287003,./images/055/0557287003.jpg
558651002,558651,Carl low sneaker SB,94,Sneakers,Shoes,1010024,Chambray,19,Greenish Khaki,4,Dark,20,Khaki green,4211,Kids Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Cotton chambray trainers with lacing at the front, a loop at the back, canvas linings and insoles and rubber soles.",55,558651002,./images/055/0558651002.jpg
558651005,558651,Carl Low Sneaker SB,94,Sneakers,Shoes,1010024,Chambray,71,Light Blue,3,Light,2,Blue,4211,Kids Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Cotton canvas trainers with lacing at the front and a loop at the back. Canvas linings and insoles and rubber soles.,55,558651005,./images/055/0558651005.jpg
558651006,558651,Carl Low Sneaker SB,94,Sneakers,Shoes,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,4211,Kids Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Cotton canvas trainers with lacing at the front and a loop at the back. Canvas linings and insoles and rubber soles.,55,558651006,./images/055/0558651006.jpg
558651007,558651,Carl Low Sneaker SB,94,Sneakers,Shoes,1010024,Chambray,92,Green,2,Medium Dusty,20,Khaki green,4211,Kids Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Cotton canvas trainers with lacing at the front and a loop at the back. Canvas linings and insoles and rubber soles.,55,558651007,./images/055/0558651007.jpg
559551001,559551,Loop Troop Top,57,Swimsuit,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Soft, non-wired bra in microfibre with a cut-out section at the front, lined cups with removable inserts that shape the bust and provide good support, and narrow adjustable shoulder straps. No fasteners.",55,559551001,./images/055/0559551001.jpg
